name	ensembl_id	gene_name	synonyms
Wnt family member 1	ENSG00000125084	WNT1	WNT1,INT1
Rac family small GTPase 3	ENSG00000169750	RAC3	RAC3
ATP binding cassette subfamily A member 3	ENSG00000167972	ABCA3	ABCA3,ABC3,ABC-C,EST111653,LBM180
LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	ENSG00000106003	LFNG	LFNG,SCDO3
cancer antigen 1	ENSG00000164304	CAGE1	CAGE1,CTAG3,BA69L16.7,CT95
protein kinase cAMP-dependent type I regulatory subunit alpha	ENSG00000108946	PRKAR1A	PRKAR1A,PRKAR1,TSE1,CNC1
lysine acetyltransferase 6B	ENSG00000156650	KAT6B	KAT6B,MYST4,QUERKOPF,QKF,MORF,MOZ2,ZC2HC6B
Raf-1 proto-oncogene, serine/threonine kinase	ENSG00000132155	RAF1	RAF1,RAF-1,C-RAF,CRAF
thyrotropin releasing hormone receptor	ENSG00000174417	TRHR	TRHR
aurora kinase A	ENSG00000087586	AURKA	AURKA,STK15,STK6,BTAK,AURA,STK7,ARK1,PPP1R47,AIK
pericentriolar material 1	ENSG00000078674	PCM1	PCM1,PTC4
ras homolog family member B	ENSG00000143878	RHOB	RHOB,ARH6,ARHB,RHOH6,MST081
microRNA 17	ENSG00000284536	MIR17	MIR17,MIRN17,HSA-MIR-17
mutY DNA glycosylase	ENSG00000132781	MUTYH	MUTYH,MYH
RAN binding protein 2	ENSG00000153201	RANBP2	RANBP2,ANE1,NUP358,ADANE
Rho related BTB domain containing 2	ENSG00000008853	RHOBTB2	RHOBTB2,KIAA0717,DBC2
period circadian regulator 1	ENSG00000179094	PER1	PER1,PER,RIGUI
mitogen-activated protein kinase 12	ENSG00000188130	MAPK12	MAPK12,SAPK3,ERK6,PRKM12,P38GAMMA,SAPK-3
FOS like 2, AP-1 transcription factor subunit	ENSG00000075426	FOSL2	FOSL2,FRA2,FLJ23306
BCL2 interacting protein 3	ENSG00000176171	BNIP3	BNIP3,NIP3
fibroblast growth factor receptor 4	ENSG00000160867	FGFR4	FGFR4,JTK2,CD334
runt related transcription factor 3	ENSG00000020633	RUNX3	RUNX3,CBFA3,AML2,PEBP2A3
eukaryotic translation initiation factor 2 alpha kinase 2	ENSG00000055332	EIF2AK2	EIF2AK2,PRKR,PKR,EIF2AK1,PPP1R83
CD79b molecule	ENSG00000007312	CD79B	CD79B,IGB,B29
EPH receptor B6	ENSG00000106123	EPHB6	EPHB6,HEP
cadherin 11	ENSG00000140937	CDH11	CDH11,OB,CAD11
biglycan	ENSG00000182492	BGN	BGN,DSPG1,SLRR1A
baculoviral IAP repeat containing 6	ENSG00000115760	BIRC6	BIRC6,BRUCE
cyclin C	ENSG00000112237	CCNC	CCNC,CYCC
disrupted in renal carcinoma 3		DIRC3	DIRC3,FLJ14199
prostate transmembrane protein, androgen induced 1	ENSG00000124225	PMEPA1	PMEPA1,TMEPAI,STAG1
solute carrier family 9 member A2	ENSG00000115616	SLC9A2	SLC9A2,NHE2
BCL2 like 11	ENSG00000153094	BCL2L11	BCL2L11,BOD,BIML,BIMEL,BIMS,BIM
suppression of tumorigenicity 5	ENSG00000166444	DENND2B	ST5,HTS1,DENND2B,P126
Ras protein specific guanine nucleotide releasing factor 1	ENSG00000058335	RASGRF1	RASGRF1,GRF1,CDC25L,CDC25,GRF55,H-GRF55,GNRP,PP13187
POU class 5 homeobox 1	ENSG00000204531	POU5F1	POU5F1,OTF3,OCT3,OCT4,MGC22487
prohibitin	ENSG00000167085	PHB	PHB,PHB1
TCF3 fusion partner	ENSG00000105619	TFPT	TFPT,FB1,AMIDA,INO80F
folliculin interacting protein 1	ENSG00000217128	FNIP1	FNIP1,KIAA1961
echinoderm microtubule associated protein like 4	ENSG00000143924	EML4	EML4,C2ORF2,ROPP120,ELP120
secretory carrier membrane protein 4	ENSG00000227500	SCAMP4	SCAMP4,FLJ33847
fibroblast growth factor 3	ENSG00000186895	FGF3	FGF3,INT2,HBGF-3
ral guanine nucleotide dissociation stimulator like 1	ENSG00000143344	RGL1	RGL1,RGL
cullin 4B	ENSG00000158290	CUL4B	CUL4B
lysine methyltransferase 2D	ENSG00000167548	KMT2D	KMT2D,TNRC21,MLL2,ALR,MLL4,CAGL114
ras responsive element binding protein 1	ENSG00000124782	RREB1	RREB1,HNT
SS18L1, nBAF chromatin remodeling complex subunit	ENSG00000184402	SS18L1	SS18L1,KIAA0693,CREST
activating transcription factor 1	ENSG00000123268	ATF1	ATF1,TREB36
crystallin alpha B	ENSG00000109846	CRYAB	CRYAB,CRYA2,HSPB5
SIK family kinase 3	ENSG00000160584	SIK3	SIK3,FLJ12240,L19,KIAA0999,QSK
programmed cell death 1 ligand 2	ENSG00000197646	PDCD1LG2	PDCD1LG2,PD-L2,BTDC,PDL2,BA574F11.2,CD273,B7-DC
GLI family zinc finger 2	ENSG00000074047	GLI2	GLI2,THP2,HPE9,THP1
cystatin A	ENSG00000121552	CSTA	CSTA,STF1,STFA
POU class 2 associating factor 1	ENSG00000110777	POU2AF1	POU2AF1,OBF1,BOB1
histone cluster 1 H4 family member i	ENSG00000278637	H4C1	H4C1,H4FM,H4/M
cathepsin B	ENSG00000164733	CTSB	CTSB
XPC complex subunit, DNA damage recognition and repair factor	ENSG00000154767	XPC	XPC,XPCC,RAD4
LIM domain only 2	ENSG00000135363	LMO2	LMO2,RBTNL1,TTG2,RHOM2,RBTN2
galectin 3	ENSG00000131981	LGALS3	LGALS3,LGALS2,MAC-2,GALIG
MAX dimerization protein 1	ENSG00000059728	MXD1	MXD1,MAD,MAD1,BHLHC58
phosphoribosyl pyrophosphate synthetase 1	ENSG00000147224	PRPS1	PRPS1,DFN2,CMTX5,DFNX1
follistatin like 3	ENSG00000070404	FSTL3	FSTL3,FLRG,FSRP
ETS variant 3	ENSG00000117036	ETV3	ETV3,PE-1
RAS p21 protein activator 3	ENSG00000185989	RASA3	RASA3,GAP1IP4BP,GAPIII
protein tyrosine phosphatase, receptor type U	ENSG00000060656	PTPRU	PTPRU,PTPRO,HPTP-J,PCP-2,FMI,PTP
SBDS, ribosome maturation factor	ENSG00000126524	SBDS	SBDS,CGI-97,FLJ10917,SDS,SWDS
MALT1 paracaspase	ENSG00000172175	MALT1	MALT1,MLT,PCASP1
aldehyde dehydrogenase 2 family member	ENSG00000111275	ALDH2	ALDH2
meiosis 1 associated protein	ENSG00000159374	M1AP	M1AP,C2ORF65,D6MM5E,SPATA37
microtubule associated protein 4	ENSG00000047849	MAP4	MAP4
thioredoxin	ENSG00000136810	TXN	TXN,TRX
baculoviral IAP repeat containing 3	ENSG00000023445	BIRC3	BIRC3,API2,CIAP2,HIAP-1,MIHC,RNF49,MALT2,C-IAP2
mitotic arrest deficient 1 like 1	ENSG00000002822	MAD1L1	MAD1L1,HSMAD1,TXBP181,MAD1,PIG9,TP53I9
transforming growth factor beta receptor 1	ENSG00000106799	TGFBR1	TGFBR1,MSSE,ESS1,ALK-5,ACVRLK4,ALK5,TBRI,TBR-I
serpin family B member 4	ENSG00000206073	SERPINB4	SERPINB4,SCCA2,PI11,LEUPIN,SCCA-2,SCCA1
dyskerin pseudouridine synthase 1	ENSG00000130826	DKC1	DKC1,DKC,XAP101,DYSKERIN,NAP57,NOLA4,CBF5
membrane palmitoylated protein 1	ENSG00000130830	MPP1	MPP1,DXS552E,PEMP
E1A binding protein p300	ENSG00000100393	EP300	EP300,P300,KAT3B
musashi RNA binding protein 2	ENSG00000153944	MSI2	MSI2
microRNA 125b-2	ENSG00000207863	MIR125B2	MIR125B2,MIRN125B2,HSA-MIR-125B-2
ring-box 1	ENSG00000100387	RBX1	RBX1,ROC1,RNF75,BA554C12.1
PH domain and leucine rich repeat protein phosphatase 2	ENSG00000040199	PHLPP2	PHLPP2,PHLPPL,KIAA0931,PPM3B
platelet derived growth factor receptor beta	ENSG00000113721	PDGFRB	PDGFRB,PDGFR,JTK12,CD140B,PDGFR1
glucosaminyl (N-acetyl) transferase 3, mucin type	ENSG00000140297	GCNT3	GCNT3,C2GNT-M,C2/4GNT,C2GNT2
pleckstrin homology domain containing B1	ENSG00000021300	PLEKHB1	PLEKHB1,PHRET1,PHR1,KPL1
SRY-box 5	ENSG00000134532	SOX5	SOX5,L-SOX5,MGC35153
Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4	ENSG00000179862	CITED4	CITED4
homeobox C13	ENSG00000123364	HOXC13	HOXC13,HOX3,HOX3G
BCL6 corepressor	ENSG00000183337	BCOR	BCOR,FLJ20285,KIAA1575
myocyte enhancer factor 2D	ENSG00000116604	MEF2D	MEF2D
hook microtubule tethering protein 3	ENSG00000168172	HOOK3	HOOK3,HK3
ERGIC and golgi 3	ENSG00000125991	ERGIC3	ERGIC3,SDBCAG84,C20ORF47,CGI-54,PRO0989,NY-BR-84,ERV46
SMG6, nonsense mediated mRNA decay factor	ENSG00000070366	SMG6	SMG6,C17ORF31,KIAA0732,SMG-6,EST1A
catenin delta 2	ENSG00000169862	CTNND2	CTNND2,NPRAP,GT24
SRY-box 3	ENSG00000134595	SOX3	SOX3,PHP
RAN binding protein 17	ENSG00000204764	RANBP17	RANBP17
RAP1 GTPase activating protein	ENSG00000076864	RAP1GAP	RAP1GAP,RAP1GA1,KIAA0474,RAP1GAP1,RAP1GAPII
elastin	ENSG00000049540	ELN	ELN,WBS,WS,SVAS
smoothened, frizzled class receptor	ENSG00000128602	SMO	SMO,SMOH,FZD11
activating transcription factor 4	ENSG00000128272	ATF4	ATF4,TXREB,TAXREB67,CREB-2
XPA, DNA damage recognition and repair factor	ENSG00000136936	XPA	XPA,XPAC,XP1
P2Y receptor family member 8	ENSG00000182162	P2RY8	P2RY8,P2Y8
ribonuclease A family member 10 (inactive)	ENSG00000182545	RNASE10	RNASE10,RNASE9,RAH1
cystatin E/M	ENSG00000175315	CST6	CST6
BTB domain containing 19	ENSG00000222009	BTBD19	BTBD19
TIMP metallopeptidase inhibitor 1	ENSG00000102265	TIMP1	TIMP1,TIMP,CLGI,EPO
CREB regulated transcription coactivator 1	ENSG00000105662	CRTC1	CRTC1,MECT1,KIAA0616,FLJ14027,TORC1
TIMP metallopeptidase inhibitor 3	ENSG00000100234	TIMP3	TIMP3,SFD
mitogen-activated protein kinase kinase 5	ENSG00000137764	MAP2K5	MAP2K5,PRKMK5,MEK5,MAPKK5,HST17454
fibroblast growth factor 2	ENSG00000138685	FGF2	FGF2,FGFB
ADAM metallopeptidase with thrombospondin type 1 motif 15	ENSG00000166106	ADAMTS15	ADAMTS15
WNT inhibitory factor 1	ENSG00000156076	WIF1	WIF1
protein phosphatase 1 regulatory inhibitor subunit 14B	ENSG00000173457	PPP1R14B	PPP1R14B,PLCB3N,SOM172,PNG,PHI-1
microRNA 142	ENSG00000284353	MIR142	MIR142,MIRN142,HSA-MIR-142
hyaluronan synthase 2	ENSG00000170961	HAS2	HAS2
nephroblastoma overexpressed	ENSG00000136999	CCN3	NOV,IGFBP9,CCN3
B-Raf proto-oncogene, serine/threonine kinase	ENSG00000157764	BRAF	BRAF,BRAF1
ADAM metallopeptidase domain 29	ENSG00000168594	ADAM29	ADAM29,SVPH1,CT73
dual specificity tyrosine phosphorylation regulated kinase 1B	ENSG00000105204	DYRK1B	DYRK1B,MIRK
BRCA1 associated protein 1	ENSG00000163930	BAP1	BAP1,HUCEP-6,KIAA0272,UCHL2
V-set domain containing T cell activation inhibitor 1	ENSG00000134258	VTCN1	VTCN1,B7-H4,FLJ22418,B7S1,B7X,B7H4
calcium activated nucleotidase 1	ENSG00000171302	CANT1	CANT1,SHAPY,SCAN-1
prostaglandin reductase 2	ENSG00000140043	PTGR2	PTGR2,ZADH1,FLJ39091
receptor activity modifying protein 1	ENSG00000132329	RAMP1	RAMP1
BUB1 mitotic checkpoint serine/threonine kinase	ENSG00000169679	BUB1	BUB1,BUB1L,HBUB1,BUB1A
guanylate binding protein 1	ENSG00000117228	GBP1	GBP1
sorcin	ENSG00000075142	SRI	SRI
cyclin dependent kinase inhibitor 2B	ENSG00000147883	CDKN2B	CDKN2B,P15,MTS2,INK4B,TP15,CDK4I,P15INK4B
methylenetetrahydrofolate reductase	ENSG00000177000	MTHFR	MTHFR
APC2, WNT signaling pathway regulator	ENSG00000115266	APC2	APC2,APCL
BCL2 associated athanogene 3	ENSG00000151929	BAG3	BAG3
inositol polyphosphate-5-phosphatase K	ENSG00000132376	INPP5K	INPP5K,SKIP
BLCAP, apoptosis inducing factor	ENSG00000166619	BLCAP	BLCAP,BC10
LIM domain binding 1	ENSG00000198728	LDB1	LDB1,NLI,CLIM2
arachidonate 15-lipoxygenase	ENSG00000161905	ALOX15	ALOX15,15-LOX-1
mutS homolog 6	ENSG00000116062	MSH6	MSH6,GTBP
gelsolin	ENSG00000148180	GSN	GSN,DKFZP313L0718
sodium channel and clathrin linker 1	ENSG00000151466	SCLT1	SCLT1,HCAP-1A,FLJ30655
isocitrate dehydrogenase (NADP(+)) 1, cytosolic	ENSG00000138413	IDH1	IDH1
SRY-box 2	ENSG00000181449	SOX2	SOX2
protein tyrosine phosphatase, non-receptor type 11	ENSG00000179295	PTPN11	PTPN11,NS1,BPTP3,SH-PTP2,SHP-2,PTP2C,SHP2
thymidine kinase 1	ENSG00000167900	TK1	TK1
phosphatidylinositol binding clathrin assembly protein	ENSG00000073921	PICALM	PICALM,CALM,CLTH
stromal antigen 1	ENSG00000118007	STAG1	STAG1,SA-1,SCC3A,SA1
complement C3b/C4b receptor 1 like	ENSG00000197721	CR1L	CR1L
growth factor receptor bound protein 10	ENSG00000106070	GRB10	GRB10
connective tissue growth factor	ENSG00000118523	CCN2	CTGF,IGFBP8,CCN2
CCAAT enhancer binding protein alpha	ENSG00000245848	CEBPA	CEBPA,CEBP,C/EBP-ALPHA
solute carrier family 43 member 1	ENSG00000149150	SLC43A1	SLC43A1,POV1,R00504,PB39
UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	ENSG00000198488	B3GNT6	B3GNT6,B3GN-T6
tectorin alpha	ENSG00000109927	TECTA	TECTA,DFNA12,DFNA8,DFNB21
zinc finger protein 442	ENSG00000198342	ZNF442	ZNF442,FLJ14356
interleukin 2 receptor subunit alpha	ENSG00000134460	IL2RA	IL2RA,IL2R,IDDM10,CD25
adhesion G protein-coupled receptor L2	ENSG00000117114	ADGRL2	ADGRL2,LPHH1,LPHN2,KIAA0786,LEC1
small nuclear RNA activating complex polypeptide 3	ENSG00000164975	SNAPC3	SNAPC3,SNAP50,PTFBETA,MGC33124,MGC132011
serine peptidase inhibitor, Kazal type 7 (putative)	ENSG00000145879	SPINK7	SPINK7,ECG2,ECRG2
centromere protein F	ENSG00000117724	CENPF	CENPF,HCP-1
partner and localizer of BRCA2	ENSG00000083093	PALB2	PALB2,FLJ21816,FANCN
integrator complex subunit 6	ENSG00000102786	INTS6	INTS6,DDX26,DICE1,HDB,NOTCHL2,DBI-1,DDX26A,INT6
pituitary tumor-transforming 1	ENSG00000164611	PTTG1	PTTG1,TUTR1,PTTG,HPTTG,EAP1,SECURIN
SLC9A3 regulator 1	ENSG00000109062	SLC9A3R1	SLC9A3R1,NHERF,EBP50,NHERF1
cadherin 1	ENSG00000039068	CDH1	CDH1,UVO,UVOMORULIN,CD324
CD74 molecule	ENSG00000019582	CD74	CD74,DHLAG
single stranded DNA binding protein 3	ENSG00000157216	SSBP3	SSBP3,CSDP,SSDP,FLJ10355,SSDP1
integrin subunit alpha X	ENSG00000140678	ITGAX	ITGAX,CD11C
twist family bHLH transcription factor 1	ENSG00000122691	TWIST1	TWIST1,ACS3,BPES3,TWIST,CRS,SCS,H-TWIST,BPES2,BHLHA38,CRS1
UTP3, small subunit processome component	ENSG00000132467	UTP3	UTP3,FLJ23256,DKFZP761F222,SAS10,CRLZ1
neuropeptide Y	ENSG00000122585	NPY	NPY,PYY4
Rab geranylgeranyltransferase subunit beta	ENSG00000137955	RABGGTB	RABGGTB
diacylglycerol kinase epsilon	ENSG00000153933	DGKE	DGKE,DAGK6,DGK
follistatin	ENSG00000134363	FST	FST,FS
GATA binding protein 6	ENSG00000141448	GATA6	GATA6
inhibitor of growth family member 3	ENSG00000071243	ING3	ING3,P47ING3,FLJ20089,EAF4,MEAF4
transmembrane protein 74	ENSG00000164841	TMEM74	TMEM74,FLJ30668,NET36
myosin heavy chain 9	ENSG00000100345	MYH9	MYH9,DFNA17,NMMHCA,NMHC-II-A,MHA,FTNS,EPSTS
insulin like growth factor binding protein 3	ENSG00000146674	IGFBP3	IGFBP3,IBP3,BP-53
midline 1	ENSG00000101871	MID1	MID1,OS,FXY,TRIM18,RNF59
ZFP36 ring finger protein like 2	ENSG00000152518	ZFP36L2	ZFP36L2,BRF2,ERF2,RNF162C,TIS11D
cadherin 10	ENSG00000040731	CDH10	CDH10
phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1	ENSG00000124126	PREX1	PREX1,KIAA1415,P-REX1
zinc finger protein 521	ENSG00000198795	ZNF521	ZNF521,EHZF,EVI3
nerve growth factor receptor	ENSG00000064300	NGFR	NGFR,TNFRSF16,CD271,P75NTR
gastrin releasing peptide receptor	ENSG00000126010	GRPR	GRPR,BB2,BB2R
THADA, armadillo repeat containing	ENSG00000115970	THADA	THADA,FLJ21877,KIAA1767,GITA,ARMC13
lysyl oxidase	ENSG00000113083	LOX	LOX
CD151 molecule (Raph blood group)	ENSG00000177697	CD151	CD151,SFA-1,PETA-3,TSPAN24,RAPH
transforming growth factor beta receptor 3	ENSG00000069702	TGFBR3	TGFBR3,BETAGLYCAN,BGCAN
BCL2, apoptosis regulator	ENSG00000171791	BCL2	BCL2,BCL-2,PPP1R50
YES proto-oncogene 1, Src family tyrosine kinase	ENSG00000176105	YES1	YES1,YES,C-YES,HST441
interleukin 4 receptor	ENSG00000077238	IL4R	IL4R,CD124
TP53 regulating kinase	ENSG00000172315	TP53RK	TP53RK,C20ORF64,DJ101A2.2,PRPK,NORI-2P,BUD32
general transcription factor IIH subunit 1	ENSG00000110768	GTF2H1	GTF2H1,BTF2,P62,TFIIH
metastasis associated 1 family member 3	ENSG00000057935	MTA3	MTA3,KIAA1266
tumor protein D52	ENSG00000076554	TPD52	TPD52,D52,HD52,N8L
Pim-1 proto-oncogene, serine/threonine kinase	ENSG00000137193	PIM1	PIM1,PIM
paired like homeodomain 1	ENSG00000069011	PITX1	PITX1,BFT,PTX1,POTX
RE1 silencing transcription factor	ENSG00000084093	REST	REST,NRSF,XBR
LIM domains containing 1	ENSG00000144791	LIMD1	LIMD1
discoidin domain receptor tyrosine kinase 1	ENSG00000204580	DDR1	DDR1,NTRK4,PTK3A,NEP,CAK,EDDR1,RTK6,CD167
epithelial membrane protein 1	ENSG00000134531	EMP1	EMP1,TMP,CL-20
MAF bZIP transcription factor A	ENSG00000182759	MAFA	MAFA,RIPE3B1,HMAFA
TNF receptor superfamily member 1B	ENSG00000028137	TNFRSF1B	TNFRSF1B,TNFR2,TNFBR,TNFR80,TNF-R75,TNF-R-II,P75,CD120B
NBR1, autophagy cargo receptor	ENSG00000188554	NBR1	NBR1,M17S2,CA125,KIAA0049,1A1-3B
nuclear receptor coactivator 1	ENSG00000084676	NCOA1	NCOA1,SRC1,F-SRC-1,NCOA-1,KAT13A,RIP160,BHLHE74
chromodomain helicase DNA binding protein 9	ENSG00000177200	CHD9	CHD9,FLJ12178,KIAA0308,BC022889
membrane associated ring-CH-type finger 3	ENSG00000173926	MARCHF3	MARCHF3,MGC48332,MARCH-III,RNF173
G protein subunit alpha i2	ENSG00000114353	GNAI2	GNAI2,GNAI2B,GIP
PKHD1, fibrocystin/polyductin	ENSG00000170927	PKHD1	PKHD1,TIGM1,ARPKD,FCYT,FPC
heat shock protein family D (Hsp60) member 1	ENSG00000144381	HSPD1	HSPD1,SPG13,GROEL,HSP60
histone cluster 1 H1 family member b	ENSG00000184357	H1-5	H1-5,H1F5,H1.5,H1B,H1S-3
PHD finger protein 6	ENSG00000156531	PHF6	PHF6,BFLS,BORJ,KIAA1823,MGC14797,CENP-31
polypeptide N-acetylgalactosaminyltransferase 5	ENSG00000136542	GALNT5	GALNT5,GALNAC-T5
phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	ENSG00000121879	PIK3CA	PIK3CA,PI3K
sulfatase 2	ENSG00000196562	SULF2	SULF2,KIAA1247,HSULF-2,SULF-2
TLC domain containing 2	ENSG00000185561	TLCD2	TLCD2
syndecan 3	ENSG00000162512	SDC3	SDC3,N-SYNDECAN,SYND3
luteinizing hormone/choriogonadotropin receptor	ENSG00000138039	LHCGR	LHCGR,HHG,LHR,LCGR,LGR2,ULG5
inhibitor of growth family member 4	ENSG00000111653	ING4	ING4,P29ING4,MY036
paired box 5	ENSG00000196092	PAX5	PAX5,BSAP
T cell lymphoma invasion and metastasis 1	ENSG00000156299	TIAM1	TIAM1
fibroblast growth factor 6	ENSG00000111241	FGF6	FGF6
dehydrogenase/reductase 3	ENSG00000162496	DHRS3	DHRS3,RETSDR1,RSDR1,SDR1,RDH17,SDR16C1
F-box protein 31	ENSG00000103264	FBXO31	FBXO31,FBX14,FBXO14,FBX31,MGC15419
eukaryotic translation elongation factor 1 alpha 1	ENSG00000156508	EEF1A1	EEF1A1,EF1A,EEF1A,LENG7,EE1A1
paxillin	ENSG00000089159	PXN	PXN
TATA-box binding protein associated factor 15	ENSG00000270647	TAF15	TAF15,TAF2N,HTAFII68,RBP56,NPL3
density regulated re-initiation and release factor	ENSG00000139726	DENR	DENR,DRP,DRP1,SMAP-3
upstream transcription factor 1	ENSG00000158773	USF1	USF1,UEF,MLTFI,BHLHB11
cortactin	ENSG00000085733	CTTN	CTTN,EMS1
cAMP responsive element binding protein 3 like 2	ENSG00000182158	CREB3L2	CREB3L2,BBF2H7,TCAG_1951439
lysine demethylase 5A	ENSG00000073614	KDM5A	KDM5A,RBBP2,JARID1A
immunoglobulin superfamily member 8	ENSG00000162729	IGSF8	IGSF8,CD81P3,EWI2,PGRL,CD316
tumor protein p53	ENSG00000141510	TP53	TP53,P53,LFS1
elongation factor for RNA polymerase II	ENSG00000105656	ELL	ELL,C19ORF17,MEN,ELL1,PPP1R68
ORAI calcium release-activated calcium modulator 2	ENSG00000160991	ORAI2	ORAI2,C7ORF19,TMEM142B,CBCIP2,FLJ12474,FLJ14733,H_NH0514P08.8
plasminogen activator, urokinase receptor	ENSG00000011422	PLAUR	PLAUR,URKR,UPAR,CD87
jagged 2	ENSG00000184916	JAG2	JAG2
APC, WNT signaling pathway regulator	ENSG00000134982	APC	APC,DP2,DP3,DP2.5,PPP1R46
COP9 signalosome subunit 2	ENSG00000166200	COPS2	COPS2,TRIP15,ALIEN,CSN2
NLR family pyrin domain containing 8	ENSG00000179709	NLRP8	NLRP8,NALP8,NOD16,PAN4,CLR19.2
pre-mRNA processing factor 4B	ENSG00000112739	PRPF4B	PRPF4B,PRP4,PR4H,KIAA0536
flap structure-specific endonuclease 1	ENSG00000168496	FEN1	FEN1,RAD2,FEN-1,MF1
zinc finger DHHC-type containing 3	ENSG00000163812	ZDHHC3	ZDHHC3,ZNF373,GODZ,DHHC3
collagen type I alpha 1 chain	ENSG00000108821	COL1A1	COL1A1,OI4
coronin 1C	ENSG00000110880	CORO1C	CORO1C,CORONIN-3,HCRNN4
fatty acid binding protein 3	ENSG00000121769	FABP3	FABP3,MDGI,FABP11,H-FABP,O-FABP
anillin actin binding protein	ENSG00000011426	ANLN	ANLN,ANILLIN,SCRAPS,SCRA
BOK, BCL2 family apoptosis regulator	ENSG00000176720	BOK	BOK,BCL2L9,BOKL,MGC4631
GLI family zinc finger 4	ENSG00000250571	GLI4	GLI4,HKR4,ZNF928
fumarate hydratase	ENSG00000091483	FH	FH,FUMARASE
golgin A5	ENSG00000066455	GOLGA5	GOLGA5,RET-II,GOLGIN-84,RFG5,GOLIM5
DNA methyltransferase 1	ENSG00000130816	DNMT1	DNMT1,DNMT,MCMT,CXXC9
lysyl oxidase like 3	ENSG00000115318	LOXL3	LOXL3
SIX homeobox 1	ENSG00000126778	SIX1	SIX1,DFNA23
dynein axonemal light chain 4	ENSG00000100246	DNAL4	DNAL4,DJ327J16,PIG27
methyltransferase like 21A	ENSG00000144401	METTL21A	METTL21A,FAM119A,LOC151194,HCA557B,HSPA-KMT
thrombospondin 2	ENSG00000186340	THBS2	THBS2,TSP2
Fanconi anemia complementation group F	ENSG00000183161	FANCF	FANCF,FAF
nuclear factor, erythroid 2 like 2	ENSG00000116044	NFE2L2	NFE2L2,NRF2
tropomyosin 4	ENSG00000167460	TPM4	TPM4
growth arrest and DNA damage inducible alpha	ENSG00000116717	GADD45A	GADD45A,DDIT1,GADD45
calcium/calmodulin dependent protein kinase II beta	ENSG00000058404	CAMK2B	CAMK2B,CAMKB,CAM2,CAMK2
RAS like proto-oncogene A	ENSG00000006451	RALA	RALA,RAL
integrin subunit alpha 9	ENSG00000144668	ITGA9	ITGA9,RLC,ITGA4L,ALPHA-RLC
activin A receptor type 1B	ENSG00000135503	ACVR1B	ACVR1B,ACVRLK4,ALK4,SKR2,ACTRIB
checkpoint kinase 2	ENSG00000183765	CHEK2	CHEK2,RAD53,CDS1,CHK2,HUCDS1,PP1425,BA444G7
lymphocyte antigen 6 family member E	ENSG00000160932	LY6E	LY6E,TSA-1,RIG-E,SCA-2
carcinoembryonic antigen related cell adhesion molecule 7	ENSG00000007306	CEACAM7	CEACAM7,CGM2,CEA
ELKS/RAB6-interacting/CAST family member 1	ENSG00000082805	ERC1	ERC1,RAB6IP2,ELKS,KIAA1081,CAST2,MGC12974
acidic nuclear phosphoprotein 32 family member A	ENSG00000140350	ANP32A	ANP32A,C15ORF1,LANP,PP32,I1PP2A,PHAPI,MAPM,MAPMODULIN
DnaJ heat shock protein family (Hsp40) member C9	ENSG00000213551	DNAJC9	DNAJC9,JDD1,SB73
erythropoietin	ENSG00000130427	EPO	EPO,EP
KRAS proto-oncogene, GTPase	ENSG00000133703	KRAS	KRAS,KRAS2,KRAS1
axin 1	ENSG00000103126	AXIN1	AXIN1,PPP1R49
growth factor independent 1B transcriptional repressor	ENSG00000165702	GFI1B	GFI1B,ZNF163B
ELK1, ETS transcription factor	ENSG00000126767	ELK1	ELK1
neurofibromin 1	ENSG00000196712	NF1	NF1
carcinoembryonic antigen related cell adhesion molecule 1	ENSG00000079385	CEACAM1	CEACAM1,BGP,BGP1,CD66A
transmembrane serine protease 6	ENSG00000187045	TMPRSS6	TMPRSS6,FLJ30744
killer cell lectin like receptor K1	ENSG00000213809	KLRK1	KLRK1,D12S2489E,NKG2D,KLR,NKG2-D,CD314
stromal antigen 2	ENSG00000101972	STAG2	STAG2,SA-2,SCC3B,SA2
caveolae associated protein 3	ENSG00000170955	CAVIN3	CAVIN3,PRKCDBP,SRBC,HSRBC,MGC20400,CAVIN-3
insulin like growth factor 2 mRNA binding protein 1	ENSG00000159217	IGF2BP1	IGF2BP1,IMP-1
heat shock protein family B (small) member 1	ENSG00000106211	HSPB1	HSPB1,HSP27,HSP28,HS.76067,HSP25,CMT2F
zinc finger protein 331	ENSG00000130844	ZNF331	ZNF331,RITA,ZNF463,ZNF361
lymphoid restricted membrane protein		IRAG2	IRAG2,JAW1
neurexin 2	ENSG00000110076	NRXN2	NRXN2
RAN, member RAS oncogene family	ENSG00000132341	RAN	RAN,ARA24,TC4,GSP1
MER proto-oncogene, tyrosine kinase	ENSG00000153208	MERTK	MERTK,MER,RP38,C-EYK,TYRO12
Rho GTPase activating protein 25	ENSG00000163219	ARHGAP25	ARHGAP25,KIAA0053
cyclin E1	ENSG00000105173	CCNE1	CCNE1,CCNE
